title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
In a Better World (Hævnen) (2010);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Heartbreaker (L'Arnacoeur) (2010);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Paranormal Activity 2 (2010);3,7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Heartbeats (Les amours imaginaires) (2010);3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Hereafter (2010);4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Undisputed III: Redemption (2010);4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Saw VII 3D - The Final Chapter (2010);4,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Due Date (2010);3,1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127 Hours (2010);3,833333333;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Megamind (2010);3,6;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Black Swan (2010);3,630952381;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
I Shot Jesse James (1949);2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
Unstoppable (2010);3,357142857;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Morning Glory (2010);2,666666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Certified Copy (Copie conforme) (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Next Three Days, The (2010);3,857142857;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
Somewhere (2010);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Biutiful (2010);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
First Beautiful Thing, The (La prima cosa bella) (2010);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Harry Potter and the Deathly Hallows: Part 1 (2010);3,989361702;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
King's Speech, The (2010);4,043103448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tangled (2010);3,916666667;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1
Art of the Steal, The (2009);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Fighter, The (2010);3,760869565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Romantics, The (2010);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Loved Ones, The (2009);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Casino Jack (2010);4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Vincent Wants to Sea (Vincent will meer) (2010);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
London Boulevard (2010);1,5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Skyline (2010);0,5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Beastly (2011);3,5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Love and Other Drugs (2010);2,785714286;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010);3,857142857;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tourist, The (2010);2,714285714;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Rare Exports: A Christmas Tale (Rare Exports) (2010);4,25;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hatchet II (2010);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
All Good Things (2010);3,75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
True Grit (2010);3,75;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Tron: Legacy (2010);3,236842105;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
How Do You Know (2010);2,666666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Barney's Version (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Company Men, The (2010);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
One-Armed Swordsman, The (Dubei dao) (1967);3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I Saw the Devil (Akmareul boatda) (2010);3,875;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Trash Humpers (2009);0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Faster (2010);5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Little Big Soldier (Da bing xiao jiang) (2010);3,5;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Rabbit Hole (2010);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
One Week (1920);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Little Fockers (2010);1,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gulliver's Travels (2010);1,833333333;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweetgrass (2009);4,5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Burlesque (2010);2,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010);3,5;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Tucker & Dale vs Evil (2010);3,916666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Yogi Bear (2010);1,166666667;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Made in Dagenham (2010);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Green Hornet, The (2011);3;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0
Way Back, The (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Warrior's Way, The (2010);3,5;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Season of the Witch (2011);3,5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Amer (2009);0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Cowboys & Aliens (2011);3;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0
Anything for Her (Pour elle) (2008);2,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Day & Night (2010);4,1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marwencol (2010);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Dilemma, The (2011);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Down Argentine Way (1940);5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Trip, The (2010);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Limitless (2011);3,95;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Happy People: A Year in the Taiga (2010);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009);3,5;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
I Spit on Your Grave (2010);3,75;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
Even the Rain (También la lluvia) (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
It Happened on Fifth Avenue (1947);4,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Zeitgeist: Moving Forward (2011);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
No Strings Attached (2011);2,928571429;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lincoln Lawyer, The (2011);3,6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
All-Star Superman (2011);4,25;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Girls About Town (1931);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kill! (Kiru) (1968);3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Pekka ja Pätkä salapoliiseina (1957);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknown (2011);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Cedar Rapids (2011);2,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gnomeo & Juliet (2011);3;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Burke and Hare (2010);4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Castaway on the Moon (Kimssi pyoryugi) (2009);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Paul (2011);3,2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Asphyx, The (1973);4,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Brother 2 (Brat 2) (2000);4,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Emma (2009);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Drive Angry (2011);3,75;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Rango (2011);3,617647059;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Take Me Home Tonight (2011);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Confessions (Kokuhaku) (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Adjustment Bureau, The (2011);3,166666667;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
Mechanic, The (2011);3,375;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Hall Pass (2011);3,125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eagle, The (2011);2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I Am Number Four (2011);3,1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Battle: Los Angeles (2011);2,375;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Summer Wars (Samâ wôzu) (2009);3,833333333;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Sunset Limited, The (2011);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Winnie the Pooh and the Honey Tree (1966);4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mars Needs Moms (2011);3,5;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Scooby-Doo! Curse of the Lake Monster (2010);5;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Winnie the Pooh and Tigger Too (1974);3,5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hard Ticket to Hawaii (1987);0,5;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010);4,357142857;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008);3,5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Just Go with It (2011);3,214285714;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cave of Forgotten Dreams (2010);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Red Riding Hood (2011);3,5;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
Big Mommas: Like Father, Like Son (2011);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Super (2010);2,9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Troll Hunter, The (Trolljegeren) (2010);3,75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Source Code (2011);3,602941176;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0
Jane Eyre (2011);3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Sucker Punch (2011);3,125;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
BURN-E (2008);4,5;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Senna (2010);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Family Guy Presents: It's a Trap (2010);3,583333333;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Insidious (2010);2,666666667;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
Hobo with a Shotgun (2011);2,375;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Win Win (2011);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Room in Rome (Habitación en Roma) (2010);2,75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Boy (2010);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Diary of a Wimpy Kid: Rodrick Rules (2011);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Henry's Crime (2010);2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Hop (2011);2,75;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Playing the Victim (Izobrazhaya zhertvu) (2006);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005);0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
13 Assassins (Jûsan-nin no shikaku) (2010);4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hanna (2011);3,318181818;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Connections (1978);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Into Eternity (2010);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Daffy Duck's Quackbusters (1988);2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
American: The Bill Hicks Story (2009);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Arthur (2011);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scream 4 (2011);2,666666667;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Rio (2011);3,125;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Melancholia (2011);3,071428571;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Thor (2011);3,514705882;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Louis C.K.: Hilarious (2010);4,055555556;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Louis C.K.: Chewed Up (2008);3,285714286;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Atlas Shrugged: Part 1 (2011);2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
Louis C.K.: Shameless (2007);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mildred Pierce (2011);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Voices from the List (2004);4,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Water for Elephants (2011);3,375;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
African Cats (2011);2,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kill the Irishman (2011);4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Fast Five (Fast and the Furious 5, The) (2011);3,05;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
Louis Theroux: Law & Disorder (2008);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Idiots and Angels (2008);5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Incendies (2010);4,4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
Soul Surfer (2011);3,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Something Borrowed (2011);3,25;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Bridesmaids (2011);3,761904762;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Priest (2011);3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Mothra (Mosura) (1961);3;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Pirates of the Caribbean: On Stranger Tides (2011);3,229166667;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Midnight in Paris (2011);3,56;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
The Man from Nowhere (2010);4,5;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Tree of Life, The (2011);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Hangover Part II, The (2011);3,266666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nothing to Declare (Rien à déclarer) (2010);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Across the Hall (2009);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Roommate, The (2011);2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Attack the Block (2011);3,5;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
The Way (2010);3,5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Let the Bullets Fly (2010);3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kung Fu Panda 2 (2011);3,323529412;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
X-Men: First Class (2011);3,790697674;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0
Submarine (2010);4,166666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
American Grindhouse (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Everything Must Go (2010);2,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Beginners (2010);3,625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Super 8 (2011);3,595238095;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0
Bernie (1996);1,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Green Lantern (2011);2,35;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Elektra Luxx (2010);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mr. Popper's Penguins (2011);2,7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bad Teacher (2011);2,888888889;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transformers: Dark of the Moon (2011);2,363636364;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
Larry Crowne (2011);2,75;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Your Highness (2011);3,111111111;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Too Big to Fail (2011);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Takers (2010);2,75;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
My Life as McDull (Mak dau goo si) (2001);5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Zookeeper (2011);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Horrible Bosses (2011);3,4375;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Cars 2 (2011);3,166666667;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Between the Folds (2008);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Delhi Belly (2011);4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Upside Down: The Creation Records Story (2010);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Monte Carlo (2011);3;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Harry Potter and the Deathly Hallows: Part 2 (2011);3,91;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0
Drive (2011);3,765625;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
Captain America: The First Avenger (2011);3,546875;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0
Crazy, Stupid, Love. (2011);3,983870968;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
One Day (2011);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Guard, The (2011);3,625;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Winnie the Pooh (2011);3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Woman, The (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
New One-Armed Swordsman, The (Xin du bi dao) (1971);3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Mike's New Car (2002);4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smurfs, The (2011);1,875;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Friends with Benefits (2011);3,05;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Paper Birds (Pájaros de papel) (2010);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blitz (2011);3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010);2,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Our Idiot Brother (2011);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SUBWAYStories: Tales from the Underground (1997);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Death Race 2 (2010);3,5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Rise of the Planet of the Apes (2011);3,462962963;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
Terri (2011);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Change-Up, The (2011);2,85;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Help, The (2011);3,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
30 Minutes or Less (2011);2,666666667;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
My Afternoons with Margueritte (La tête en friche) (2010);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Final Destination 5 (2011);4,5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Very Harold & Kumar 3D Christmas, A (2011);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Don't Be Afraid of the Dark (2010);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Fright Night (2011);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Another Earth (2011);4,5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
Hesher (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Stake Land (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Debt, The (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Colombiana (2011);2,5;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Bill Cunningham New York (2011);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Skin I Live In, The (La piel que habito) (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Conan the Barbarian (2011);1,75;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Walled In (2009);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Birdemic: Shock and Terror (2010);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Inbetweeners Movie, The (2011);3,666666667;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Red State (2011);3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
Pearl Jam Twenty (2011);0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
I Don't Know How She Does It (2011);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shark Night 3D (2011);1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Contagion (2011);3,708333333;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Moneyball (2011);3,884615385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
